"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",-6.1970680578751,-4.78525552004985,-0.436436541805441,-4.72648126026515,-4.51166906765433,-3.59938449593283,-4.4864976851489,-4.401835346858,-4.94924385502143,-5.3843356553354,-4.48219563508922,-4.30201141858586,-3.58667631995836,-3.59629680059537,-5.61223580529206,-6.34326748394474,-3.45453254899965,-4.04431929934734,4.42898804954697,5.74548733435795,3.00777981295176
"2",-73.0873667633009,-53.4329504357081,2.29333639127849,-53.3346117308209,-52.2016322410103,-20.9350800920088,-51.6951819946306,-52.7086465147183,-56.1230881414899,-63.9724392776192,-53.0219939539021,-25.3646421614594,-18.0059921302957,-41.1880864670443,-67.2010326397622,-77.5718700744803,-20.3048671506068,-46.7026940137063,54.3921360556481,71.3169255867508,37.3392636633177
"3",74.2541638399473,54.6826351246363,-0.720657646305262,54.5124122893177,53.1859537167377,18.2129593187402,52.6093060247017,53.3089843943104,57.2321672311387,64.9355586469991,53.8200976196275,21.9310870064115,16.1574774087858,41.8591526254227,68.0489389126944,78.4051265697712,17.6365398337644,47.5089838067968,-54.9690138606281,-71.9717513963448,-37.4455131934284
"4",13.6561517891817,9.60600433440587,-1.57666160863339,9.60797950701506,9.54493744882857,1.78530668515612,9.56447862310793,9.9411821926281,10.3479382289905,12.0528730469188,9.95139715172902,2.38341622763656,1.22240149270356,7.68397846123874,12.818764364881,14.8041779847702,1.77915649348205,8.62172837164247,-10.379759703887,-13.8067515689012,-7.51380905641743
"5",-31.8636981406361,-23.4521561873028,0.860559576109709,-23.303401001873,-22.7873657231476,-9.85205259396717,-22.5347351436891,-23.0155592416262,-24.5568313202673,-27.95167971058,-23.1503824817469,-11.9446895706889,-8.63100608907638,-17.9870094236708,-29.2265200699014,-33.6746903886218,-9.4844193442908,-20.2460691756136,23.5990152344665,31.0083869415526,16.4050943818965
"6",13.5940307209331,10.3972832441398,1.06453115674532,10.3435435048174,10.0159468719667,2.66891621018101,9.69030284650304,9.68048985275828,10.6228253073362,11.9069090215576,9.87568044610353,2.97582439721077,2.4739550528407,7.68338909051886,12.203255727893,14.0589789668697,2.43694264812331,8.55901921374004,-9.79362502097576,-12.7651909306058,-6.45341154673897
"7",13.9695529712788,10.291620085851,-0.421729893228295,9.93051184729506,9.74139859245221,2.43408788720465,9.82562869304536,9.96675952758127,10.5964064752971,12.1150962388479,10.0391829041965,3.01729899298761,2.15931877511198,7.68537049012003,12.7356537790838,14.6191540450808,2.20195593048317,8.76910640322414,-10.3059373439528,-13.6717788395221,-7.57971658731613
"8",7.46579364310572,4.89255699008189,-1.29563120316127,5.26571613113979,5.14358356709259,0.353887495388672,5.18227690044418,5.50714264898337,5.77085734445336,6.62288074438591,5.39826222473344,0.734816996843192,0.324574613406094,4.4294182411737,7.33111653130773,8.43094886866299,0.859710382858341,5.20338997372088,-5.94160287857664,-7.68524967783542,-3.61775662993227
"9",-6.38256896334364,-4.69892213879385,0.0954507815012912,-4.30317708289098,-4.12372819765738,-2.42118956997217,-4.25946829240411,-4.46856358522738,-4.700952039694,-5.22995439445338,-4.23406766683238,-3.02858329910717,-2.30901255096327,-3.45338966579823,-5.74928913011001,-6.52166202040307,-2.5292099819558,-4.26399452056207,4.69992720057567,6.07061681978639,3.0613640550419
"10",2.21321027863083,2.54788474575116,2.43252765150621,1.45941020212497,1.38229855466078,0.0779840463536234,1.38516098036508,1.03969769558587,1.2904312592105,1.25850798245453,1.07431417003313,-0.363108758856176,0.108745220365619,0.643518678466777,1.09209391086319,1.23596961357462,-0.4596666821766,0.998279818726384,-0.999925239239798,-1.2332239667725,-0.79904843133068
"11",12.3677135768772,8.5952112847214,-1.25349730973522,8.9699676443506,8.61057009618768,1.8539527766886,8.57837121216254,9.09964235662277,9.66580329351117,10.8828516203935,8.83742513261318,2.54815406929562,1.84674195463212,7.29601056507658,11.8491394204133,13.4511453709941,2.29247679524093,8.27890746099601,-9.33629505365511,-12.3063851002274,-6.08516133193834
"12",0.169524876782235,-0.796602966191943,-2.67022453932738,0.264561647610651,0.440644442775662,-0.87334422614504,0.554688136148126,0.66374857590681,0.51487300700672,1.0560629395892,0.997108230183904,-0.58831248572594,-0.904160756007453,0.516089957677577,0.972239753385184,1.386693429074,-0.570005609756435,0.377811890313756,-1.01157539020245,-1.35728152291364,-0.988880450540051
"13",-0.358121630510922,0.843367574659882,3.18057319906293,-0.424917302888095,-0.306159447777755,-0.298428432707026,-0.487054327386352,-0.939247599817292,-0.716937231835218,-1.0963219054314,-0.839738823667727,-0.972585587065697,-0.349009947801917,-0.754565596232251,-1.31196696524622,-1.60180596439716,-0.821438523039237,-0.660150134592498,1.06704500080328,1.52910340354424,0.824853156992117
"14",3.3723339245936,2.62524998159458,0.539982219345563,2.60276280710167,2.23468319188619,0.0795737583945829,2.168632897113,2.35115844600569,2.54321813305493,2.62467487254401,2.01492264921149,0.00982223568558806,0.150079909655882,1.79572529245091,2.92974954715551,3.23601067814238,0.0763902154693012,1.97509319874609,-2.07511068068122,-2.91266697386136,-1.31079473393821
"15",3.7409408032223,1.85643763252405,-2.70399039761449,2.72975004928552,2.73158725361465,0.190144481281904,2.99848256592939,3.23069969870078,3.147893727572,4.03977748929855,3.40738656758821,0.694740380807991,0.154030472139092,2.56016448782665,4.18853462223331,5.04256378317338,0.449050048732606,2.84031785151365,-3.74081916937743,-4.79502158972082,-2.65933068359243
"16",2.46171867275965,2.07757870391383,0.902693999833309,1.6948234300644,1.96267696430244,0.345010625231682,1.72397381299758,1.55398032375478,1.93002357705386,2.1080941432597,1.81963770157487,0.30481458768246,0.35993144883269,1.33717026613235,2.17077817879488,2.35005398330247,0.381217958870421,1.63320505875921,-1.63027179937806,-2.07433595588769,-1.18951651174842
